spinning_reserves_ba,stage_id,percent_load_req
ISONE,1,0.0454968135323296
MISO_C,1,0.010182756404848
MISO_E,1,0.010182756404848
MISO_S,1,0.010182756404848
MISO_W,1,0.010182756404848
NYISO,1,0.0365835042712607
PJM_E,1,0.0072550070089711
PJM_S,1,0.0072550070089711
PJM_W,1,0.0072550070089711
SERC_C,1,0.0244103519280664
SERC_E,1,0.0229381162079309
SERC_FL,1,0.0160566206784905
SERC_SE,1,0.0215896179026373
SPP_N,1,0.0186214485473093
SPP_S,1,0.0186214485473093
