weather_iteration,hydro_iteration,stage_id,timepoint,cap_factor
1,1,1,1,0.916920254
1,1,1,2,0.928154489
1,1,1,3,0.938931157
1,1,1,4,0.937014945
1,1,1,5,0.922881996
1,1,1,6,0.896159946
1,1,1,7,0.862175985
1,1,1,8,0.803941014
1,1,1,9,0.688286674
1,1,1,10,0.580167783
1,1,1,11,0.493243534
1,1,1,12,0.433177575
1,1,1,13,0.390962032
1,1,1,14,0.362089194
1,1,1,15,0.387230161
1,1,1,16,0.461687025
1,1,1,17,0.548910949
1,1,1,18,0.646013098
1,1,1,19,0.705595567
1,1,1,20,0.714747142
1,1,1,21,0.730674594
1,1,1,22,0.7483797
1,1,1,23,0.787643415
1,1,1,24,0.85268286
1,1,1,25,0.896117095
1,1,1,26,0.914644269
1,1,1,27,0.910516668
1,1,1,28,0.892255209
1,1,1,29,0.865512528
1,1,1,30,0.828469643
1,1,1,31,0.793369506
1,1,1,32,0.7533636
1,1,1,33,0.759331619
1,1,1,34,0.749073177
1,1,1,35,0.735792409
1,1,1,36,0.721027692
1,1,1,37,0.689481097
1,1,1,38,0.607525332
1,1,1,39,0.52579077
1,1,1,40,0.605659121
1,1,1,41,0.642704031
1,1,1,42,0.639280615
1,1,1,43,0.624802866
1,1,1,44,0.614288226
1,1,1,45,0.608857212
1,1,1,46,0.594034005
1,1,1,47,0.577655352
1,1,1,48,0.575786964
1,1,1,49,0.586300841
1,1,1,50,0.623042695
1,1,1,51,0.668537434
1,1,1,52,0.703117773
1,1,1,53,0.728366874
1,1,1,54,0.76246442
1,1,1,55,0.791974527
1,1,1,56,0.754699125
1,1,1,57,0.709924693
1,1,1,58,0.657060373
1,1,1,59,0.64331617
1,1,1,60,0.636215457
1,1,1,61,0.647846317
1,1,1,62,0.709397474
1,1,1,63,0.828762751
1,1,1,64,0.888078311
1,1,1,65,0.892719032
1,1,1,66,0.876878494
1,1,1,67,0.859312844
1,1,1,68,0.845812185
1,1,1,69,0.832745451
1,1,1,70,0.815087009
1,1,1,71,0.796122298
1,1,1,72,0.787789615
1,1,1,73,0.78635312
1,1,1,74,0.782120456
1,1,1,75,0.770595904
1,1,1,76,0.758845707
1,1,1,77,0.753380867
1,1,1,78,0.741039454
1,1,1,79,0.742111336
1,1,1,80,0.706868662
1,1,1,81,0.612483848
1,1,1,82,0.513550504
1,1,1,83,0.478871469
1,1,1,84,0.479689252
1,1,1,85,0.497727474
1,1,1,86,0.604837724
1,1,1,87,0.759670496
1,1,1,88,0.84105969
1,1,1,89,0.869532445
1,1,1,90,0.870178651
1,1,1,91,0.867346803
1,1,1,92,0.856911086
1,1,1,93,0.837146231
1,1,1,94,0.814629216
1,1,1,95,0.796736071
1,1,1,96,0.781202006
1,1,1,97,0.77668433
1,1,1,98,0.787233564
1,1,1,99,0.808269946
1,1,1,100,0.842078948
1,1,1,101,0.857922016
1,1,1,102,0.863614795
1,1,1,103,0.858800907
1,1,1,104,0.845679907
1,1,1,105,0.816028002
1,1,1,106,0.76099004
1,1,1,107,0.671041711
1,1,1,108,0.594455884
1,1,1,109,0.567022719
1,1,1,110,0.542398012
1,1,1,111,0.528992046
1,1,1,112,0.510718023
1,1,1,113,0.48294925
1,1,1,114,0.431735442
1,1,1,115,0.379089313
1,1,1,116,0.34072177
1,1,1,117,0.351299724
1,1,1,118,0.349412552
1,1,1,119,0.36973205
1,1,1,120,0.407950363
1,1,1,121,0.449361441
1,1,1,122,0.495307988
1,1,1,123,0.534194511
1,1,1,124,0.587043963
1,1,1,125,0.642521391
1,1,1,126,0.700956599
1,1,1,127,0.758977561
1,1,1,128,0.815156658
1,1,1,129,0.862903929
1,1,1,130,0.902815721
1,1,1,131,0.935481802
1,1,1,132,0.950499474
1,1,1,133,0.956522534
1,1,1,134,0.955195172
1,1,1,135,0.944647744
1,1,1,136,0.933100887
1,1,1,137,0.911353257
1,1,1,138,0.89190103
1,1,1,139,0.874268371
1,1,1,140,0.845199278
1,1,1,141,0.804560532
1,1,1,142,0.772626295
1,1,1,143,0.729237232
1,1,1,144,0.691896942
1,1,1,145,0.645833425
1,1,1,146,0.590794064
1,1,1,147,0.530698281
1,1,1,148,0.454600071
1,1,1,149,0.393661782
1,1,1,150,0.327307305
1,1,1,151,0.250266902
1,1,1,152,0.109595094
1,1,1,153,0.06411075
1,1,1,154,0.042776551
1,1,1,155,0.024736817
1,1,1,156,0.018701609
