weather_iteration,hydro_iteration,stage_id,balancing_type_project,horizon,average_power_fraction,min_power_fraction,max_power_fraction
0,1,1,day,1,1,0,0.746
0,1,1,day,2,1,0,0.746
0,1,1,day,3,1,0,0.746
0,1,1,day,4,1,0,0.746
0,1,1,day,5,1,0,0.746
0,1,1,day,6,1,0,0.746
0,1,1,day,7,1,0,0.746
0,1,1,day,8,1,0,0.746
0,1,1,day,9,1,0,0.746
0,1,1,day,10,1,0,0.746
0,1,1,day,11,1,0,0.746
0,1,1,day,12,1,0,0.746
0,1,1,day,13,1,0,0.746
0,1,1,day,14,1,0,0.746
0,1,1,day,15,1,0,0.746
0,1,1,day,16,1,0,0.746
0,1,1,day,17,1,0,0.746
0,1,1,day,18,1,0,0.746
0,1,1,day,19,1,0,0.746
0,1,1,day,20,1,0,0.746
0,1,1,day,21,1,0,0.746
0,1,1,day,22,1,0,0.746
0,1,1,day,23,1,0,0.746
0,1,1,day,24,1,0,0.746
0,1,1,day,25,1,0,0.746
0,1,1,day,26,1,0,0.746
0,1,1,day,27,1,0,0.746
0,1,1,day,28,1,0,0.746
0,1,1,day,29,1,0,0.746
0,1,1,day,30,1,0,0.746
0,1,1,day,31,1,0,0.746
0,1,1,day,32,1,0,0.715
0,1,1,day,33,1,0,0.715
0,1,1,day,34,1,0,0.715
0,1,1,day,35,1,0,0.715
0,1,1,day,36,1,0,0.715
0,1,1,day,37,1,0,0.715
0,1,1,day,38,1,0,0.715
0,1,1,day,39,1,0,0.715
0,1,1,day,40,1,0,0.715
0,1,1,day,41,1,0,0.715
0,1,1,day,42,1,0,0.715
0,1,1,day,43,1,0,0.715
0,1,1,day,44,1,0,0.715
0,1,1,day,45,1,0,0.715
0,1,1,day,46,1,0,0.715
0,1,1,day,47,1,0,0.715
0,1,1,day,48,1,0,0.715
0,1,1,day,49,1,0,0.715
0,1,1,day,50,1,0,0.715
0,1,1,day,51,1,0,0.715
0,1,1,day,52,1,0,0.715
0,1,1,day,53,1,0,0.715
0,1,1,day,54,1,0,0.715
0,1,1,day,55,1,0,0.715
0,1,1,day,56,1,0,0.715
0,1,1,day,57,1,0,0.715
0,1,1,day,58,1,0,0.715
0,1,1,day,59,1,0,0.715
0,1,1,day,60,1,0,0.73
0,1,1,day,61,1,0,0.73
0,1,1,day,62,1,0,0.73
0,1,1,day,63,1,0,0.73
0,1,1,day,64,1,0,0.73
0,1,1,day,65,1,0,0.73
0,1,1,day,66,1,0,0.73
0,1,1,day,67,1,0,0.73
0,1,1,day,68,1,0,0.73
0,1,1,day,69,1,0,0.73
0,1,1,day,70,1,0,0.73
0,1,1,day,71,1,0,0.73
0,1,1,day,72,1,0,0.73
0,1,1,day,73,1,0,0.73
0,1,1,day,74,1,0,0.73
0,1,1,day,75,1,0,0.73
0,1,1,day,76,1,0,0.73
0,1,1,day,77,1,0,0.73
0,1,1,day,78,1,0,0.73
0,1,1,day,79,1,0,0.73
0,1,1,day,80,1,0,0.73
0,1,1,day,81,1,0,0.73
0,1,1,day,82,1,0,0.73
0,1,1,day,83,1,0,0.73
0,1,1,day,84,1,0,0.73
0,1,1,day,85,1,0,0.73
0,1,1,day,86,1,0,0.73
0,1,1,day,87,1,0,0.73
0,1,1,day,88,1,0,0.73
0,1,1,day,89,1,0,0.73
0,1,1,day,90,1,0,0.73
0,1,1,day,91,1,0,0.7373000000000001
0,1,1,day,92,1,0,0.7373000000000001
0,1,1,day,93,1,0,0.7373000000000001
0,1,1,day,94,1,0,0.7373000000000001
0,1,1,day,95,1,0,0.7373000000000001
0,1,1,day,96,1,0,0.7373000000000001
0,1,1,day,97,1,0,0.7373000000000001
0,1,1,day,98,1,0,0.7373000000000001
0,1,1,day,99,1,0,0.7373000000000001
0,1,1,day,100,1,0,0.7373000000000001
0,1,1,day,101,1,0,0.7373000000000001
0,1,1,day,102,1,0,0.7373000000000001
0,1,1,day,103,1,0,0.7373000000000001
0,1,1,day,104,1,0,0.7373000000000001
0,1,1,day,105,1,0,0.7373000000000001
0,1,1,day,106,1,0,0.7373000000000001
0,1,1,day,107,1,0,0.7373000000000001
0,1,1,day,108,1,0,0.7373000000000001
0,1,1,day,109,1,0,0.7373000000000001
0,1,1,day,110,1,0,0.7373000000000001
0,1,1,day,111,1,0,0.7373000000000001
0,1,1,day,112,1,0,0.7373000000000001
0,1,1,day,113,1,0,0.7373000000000001
0,1,1,day,114,1,0,0.7373000000000001
0,1,1,day,115,1,0,0.7373000000000001
0,1,1,day,116,1,0,0.7373000000000001
0,1,1,day,117,1,0,0.7373000000000001
0,1,1,day,118,1,0,0.7373000000000001
0,1,1,day,119,1,0,0.7373000000000001
0,1,1,day,120,1,0,0.7373000000000001
0,1,1,day,121,1,0,0.7486
0,1,1,day,122,1,0,0.7486
0,1,1,day,123,1,0,0.7486
0,1,1,day,124,1,0,0.7486
0,1,1,day,125,1,0,0.7486
0,1,1,day,126,1,0,0.7486
0,1,1,day,127,1,0,0.7486
0,1,1,day,128,1,0,0.7486
0,1,1,day,129,1,0,0.7486
0,1,1,day,130,1,0,0.7486
0,1,1,day,131,1,0,0.7486
