stage_id,timepoint,month,availability_derate
1,0,1,4.0181818181818185
1,0,2,4.0181818181818185
1,0,3,4.0181818181818185
1,0,4,4.0181818181818185
1,0,5,1.0
1,0,6,1.0
1,0,7,1.0
1,0,8,1.0
1,0,9,1.0
1,0,10,1.0
1,0,11,4.0181818181818185
1,0,12,4.0181818181818185
