stage_id,timepoint,month,availability_derate
1,0,1,1.8221476510067114
1,0,2,1.8221476510067114
1,0,3,1.8221476510067114
1,0,4,1.8221476510067114
1,0,5,1.0
1,0,6,1.0
1,0,7,1.0
1,0,8,1.0
1,0,9,1.0
1,0,10,1.0
1,0,11,1.8221476510067114
1,0,12,1.8221476510067114
