stage_id,timepoint,month,availability_derate
1,0,1,27.606666666666666
1,0,2,27.606666666666666
1,0,3,27.606666666666666
1,0,4,27.606666666666666
1,0,5,1.0
1,0,6,1.0
1,0,7,1.0
1,0,8,1.0
1,0,9,1.0
1,0,10,1.0
1,0,11,27.606666666666666
1,0,12,27.606666666666666
