stage_id,timepoint,month,availability_derate
1,0,1,6.508731082654249
1,0,2,6.508731082654249
1,0,3,6.508731082654249
1,0,4,6.508731082654249
1,0,5,1.0
1,0,6,1.0
1,0,7,1.0
1,0,8,1.0
1,0,9,1.0
1,0,10,1.0
1,0,11,6.508731082654249
1,0,12,6.508731082654249
