stage_id,timepoint,month,availability_derate
1,0,1,2.061102120144307
1,0,2,2.061102120144307
1,0,3,2.061102120144307
1,0,4,2.061102120144307
1,0,5,1.0
1,0,6,1.0
1,0,7,1.0
1,0,8,1.0
1,0,9,1.0
1,0,10,1.0
1,0,11,2.061102120144307
1,0,12,2.061102120144307
